store_name,square_footage,operation_type,georeference,Zip_Code_Clean
FARMACIA POPULAR,,Store,POINT (-73.885845837 40.755673438),11372
TEXIS GROCERY,,Store,POINT (-73.864240308 40.743326727),11368
GT HARDWARE & CONVENIENCE,1000.0,Store,POINT (-73.869082366 40.829619342),10472
31ST AVE GROCERY & 99 CENT STORE,,Store,POINT (-73.88761576 40.759204901),11370
E&S CUSTOM KOSHER MEAT MARKET,2200.0,Store,POINT (-73.849500145 40.733234496),11375
AMIGO FOOD FOR LESS,,Store,POINT (-73.887327255 40.827223375),10459
NOSTRAND A&R PHARMACY,2000.0,Store,POINT (-73.962666231 40.606964226),11223
SHOP FAIR SUPERMARKETS,7000.0,Store,POINT (-73.985652472 40.575258204),11224
2059 FULTON DELI,1000.0,Store,POINT (-73.910685775 40.678398703),11233
STAR ONE DELI GROCERY 1,1200.0,Store,POINT (-73.895462562 40.846659122),10457
GRACE AFRICAN CARIBBEAN AMERICAN MARKET,,Store,POINT (-73.906140017 40.674607861),11233
C-TOWN FRESH,900.0,Store,POINT (-73.905737267 40.712522436),11385
FREEWAY SUPERMARKET AND DELI,1000.0,Store,POINT (-73.783712766 40.592486835),11691
LOS TORREZ DELI,,Store,POINT (-73.878882403 40.681637093),11208
AL GROCERY AND DELI,,Store,POINT (-73.922622024 40.671134694),11233
CUNA DE AZUCAR,,Store,POINT (-73.862182886 40.750552975),11368
WA STOP CONVENIENCE,,Store,POINT (-73.931924344 40.849566344),10033
CASTLETON FARM TO BAGEL,3000.0,Store,POINT (-74.110894154 40.63483221),10310
VALDEZ AND DELI GROCERY,,Store,POINT (-73.921807471 40.67024462),11233
ORGANIC FRESH DELI & JUICE BAR,,Store,POINT (-73.954185841 40.690952489),11205
NOVAX DELI,,Store,POINT (-73.898754219 40.818870725),10459
NSR DELI GROCERY,,Store,POINT (-73.918881264 40.83151822),10456
PROSPECT GARDEN DELI,2000.0,Store,POINT (-73.953132068 40.655370471),11226
ALEX FISH MARKET,,Store,POINT (-73.927324775 40.652216152),11203
KATTY'S DELICATESSEN,,Store,POINT (-73.86717146 40.69121283),11421
RIVERSIDE DELI,1000.0,Store,POINT (-73.975799081 40.724251946),10009
MY DELI FOOD CENTER,,Store,POINT (-73.930568655 40.673140819),11213
SHAHBAZ DELI,,Store,POINT (-73.882947313 40.749889796),11372
FARMER IN THE DELI,1200.0,Store,POINT (-73.965490765 40.758620431),10022
1514 GOURMET DELI & MORE,1800.0,Store,POINT (-73.952627896 40.818763394),10031
E149 DISCOUNT STORE,1500.0,Store,POINT (-73.905176853 40.812589578),10455
1ST AVE CORNER STORE,1800.0,Store,POINT (-73.937521695 40.793423602),10029
MARKET FRESH SUPERMKT,6000.0,Store,POINT (-73.808247016 40.70633458),11435
HEAVENLY MARKET & CAFE,1400.0,Store,POINT (-73.993998959 40.7311557),10003
SATKAIVAL QUICKSTOP,1200.0,Store,POINT (-73.768270534 40.758677805),11361
TOWN MARKET & GRILL,200.0,Store,POINT (-73.992295337 40.6626336),11215
Q KOSHER,10000.0,Store,POINT (-73.792784667 40.725644892),11366
ALAND GOURMET DELI 2,1000.0,Store,POINT (-73.864983867 40.837828913),10460
SUSHI 88,,Store,POINT (-73.813997253 40.728127277),11367
EL CHAPIN DELI,800.0,Store,POINT (-73.920743723 40.689442573),11385
LOS SISO GROCERY,1500.0,Store,POINT (-74.120524122 40.634186594),10310
LINDO BEBE 88,,Store,POINT (-73.861280155 40.749345813),11368
WB MINI MART & GRILL,2000.0,Store,POINT (-74.116211801 40.637070933),10310
MALCOLMX GROUP/RETAIL FOOD STORE,,Store,POINT (-73.928761433 40.680724136),11233
CROWN DELI 2,5000.0,Store,POINT (-73.801244355 40.712740701),11432
CALL SANTO DOMINGO GROCERY,2800.0,Store,POINT (-73.934940991 40.847124947),10033
GRAVESEND DELI & GRILL,600.0,Store,POINT (-73.955338017 40.595005974),11229
FIRST HEALTH FRESH GOURMET,,Store,POINT (-73.896616164 40.816185791),10455
TERMINAL B MART,,Store,POINT (-73.983155626 40.722217909),10009
NORTH SHORE CONVENIENCE,2000.0,Store,POINT (-74.238702336 40.524001448),10309
WYCKOFF ORGANIC SHOP AND GROCERY,,Store,POINT (-73.910768839 40.699238922),11237
290 FAMILY DISCOUNT 99CENTS PLUS,,Store,POINT (-73.894277147 40.863076714),10458
CHOI AE KYEONG KR,,Store,POINT (-73.803838832 40.760915676),11358
NEW FUZHOU NOODLES,,Store,POINT (-73.84565503 40.784853651),11356
SUPERIOR MINI MARKET,,Store,POINT (-73.860727453 40.747693992),11368
NEW HOPE GROCERY,,Store,POINT (-73.891440841 40.823017294),10459
TIAN YUAN VEG,,Store,POINT (-74.009690552 40.639389619),11220
YOUJIAXING GROCERY,,Store,POINT (-74.003435557 40.634289314),11219
FISHING ROD THE,,Store,POINT (-73.961493519 40.698154094),11205
LINO DELI GROCERY,900.0,Store,POINT (-73.878002555 40.828210889),10472
4307 W & M DELI GROCERY,,Store,POINT (-73.863670506 40.746624628),11368
LIDL-1559,5000.0,Store,POINT (-73.874882643 40.735298288),11373
SHLOIMY'S BAKE SHOPPE,3500.0,Store,POINT (-73.971529004 40.60884018),11223
432 EMPIRE GOURMET DELI GROCERY,,Store,POINT (-73.979952984 40.738847144),10010
291 BUFFALO GRILL DELI,,Store,POINT (-73.925402301 40.668907455),11213
C&S AFRICAN-CARIBBEAN SUPERMARKET,700.0,Store,POINT (-73.866183401 40.878500715),10467
CHARLIES DELI & GRILL,,Store,POINT (-73.898758327 40.861365381),10468
EAST 19 DELI AND JUICE,3500.0,Store,POINT (-73.954319029 40.610274114),11229
JASON DELI & GROCERY,,Store,POINT (-73.917373444 40.851974674),10453
EL SABOR DELI GROCERY,1600.0,Store,POINT (-73.883330931 40.845286753),10460
HEALTHY DELUXE,,Store,POINT (-73.99314962 40.72029003),10002
ABU MUSA DELI & GRILL,900.0,Store,POINT (-73.779305142 40.691497145),11434
ACEMAK DELI & GROCERY,,Store,POINT (-73.898587252 40.85210057),10457
BROOKLYN'S FINEST DELI & GRILL,1500.0,Store,POINT (-73.965132606 40.640732106),11226
PAYA GOURMET DELI,1000.0,Store,POINT (-73.878008171 40.833870182),10472
DOLLAR GENERAL #19222,,Store,POINT (-73.890282116 40.70109593),11385
AA DELI & GRILL,2000.0,Store,POINT (-73.901773968 40.819830494),10459
REMSEN FOOD,1500.0,Store,POINT (-73.923417634 40.656339126),11212
IBB CONVENIENCE,800.0,Store,POINT (-73.840293211 40.689039319),11416
GOURMET FLAMING GRILL & JUICE BAR,2000.0,Store,POINT (-73.960631021 40.581952418),11235
ABERDEEN ORGANIC DELI,1000.0,Store,POINT (-73.905899373 40.682314518),11207
51ST J DELI & GROCERY,1100.0,Store,POINT (-73.883558164 40.737370588),11373
CIPOLLINA GOURMET,1800.0,Store,POINT (-73.833067675 40.716177742),11375
FLUSHING EXPRESSWAY,,Store,POINT (-73.814587758 40.738472264),11367
FOODTOWN OF NOLL STREET,15000.0,Store,POINT (-73.93327207 40.700722644),11206
402 NEW WAY GOURMET DELI,2000.0,Store,POINT (-73.985345817 40.670555169),11215
ALCANTARA 05 DELI GROCERY,1500.0,Store,POINT (-73.852021002 40.840613926),10462
BJ GROCERY AND DELI,1000.0,Store,POINT (-73.853495379 40.682013524),11416
CAROLS FARM,2000.0,Store,POINT (-73.949806212 40.651578205),11226
UPTOWN CHOPCHEESE DELI,1100.0,Store,POINT (-73.930648618 40.85385901),10040
ADAM CONVENIENCE AND DELI,,Store,POINT (-73.934418547 40.651441077),11203
LEAH MINI MARKET,2000.0,Store,POINT (-73.951448143 40.8246319),10031
ANTILLANA SUPERFOOD MARKETPLACE,,Store,POINT (-73.911439488 40.848866727),10453
NYC GRILL & DELI,,Store,POINT (-73.981565411 40.729012657),10009
273 CONVENIENCE,1000.0,Store,POINT (-73.948068895 40.813940238),10027
RCH USA HOLDING,,Store,POINT (-74.011852245 40.711790654),10007
96 DELI & GRILL,1800.0,Store,POINT (-73.947059044 40.784594566),10029
ORLANDINA DELI GROCERY,1400.0,Store,POINT (-73.910433563 40.840405091),10457
AVE U DELI AND CONVENIENCE,1400.0,Store,POINT (-73.973057193 40.596884066),11223
ICHIBAN NY SUSHI,100.0,Store,POINT (-73.957699458 40.745683557),11101
RJJ DELI GROCERY,,Store,POINT (-73.941148293 40.723501849),11222
250 SALAD BAR,4000.0,Store,POINT (-73.908396948 40.662550192),11212
STUYTOWN MARKETPLACE,,Store,POINT (-73.981854838 40.732658911),10003
GOURMET DELI GRILL HOT FOOD,,Store,POINT (-74.021191445 40.633431091),11209
CAROLINES DONUTS,2400.0,Store,POINT (-73.952531421 40.777107389),10028
56 DELI AND GRILL,5000.0,Store,POINT (-73.922472112 40.633141877),11234
BISCUIT DELI 2,,Store,POINT (-73.931566018 40.694753221),11221
196 LINDEN GROCERY,,Store,POINT (-73.755517972 40.693685324),11412
BRIANA DELI,,Store,POINT (-73.895182607 40.705439225),11385
SNA DELI & GROCERY,800.0,Store,POINT (-73.754593448 40.606175321),11691
JB 170 DELI,1200.0,Store,POINT (-73.921428692 40.84068425),10452
224 NAGLE GROCERY,900.0,Store,POINT (-73.922318683 40.862678155),10034
GREENZ GOURMET,2000.0,Store,POINT (-73.95282923 40.650534449),11226
ECG DELI,1200.0,Store,POINT (-73.908165001 40.835273732),10456
ZM DELI GROCERY STORE,,Store,POINT (-73.897581088 40.662534568),11207
TRIPLE STAR DELI,1500.0,Store,POINT (-73.74034438 40.65925431),11422
LINDEN BITES,1800.0,Store,POINT (-73.880433056 40.662680455),11207
SHAN HALAL MEAT,,Store,POINT (-73.825103358 40.764314342),11354
FRESH FIRST,,Store,POINT (-73.913091968 40.722247162),11378
ANGELS & SON FISH MARKET,1800.0,Store,POINT (-73.903199227 40.858436912),10453
5 SENSES DELI,900.0,Store,POINT (-73.985459308 40.735971355),10003
CHOPCHEESE DELI,,Store,POINT (-73.993350032 40.716737612),10002
KIMBALL DELICATESSEN,1500.0,Store,POINT (-73.926367897 40.610334422),11234
DORIS MARKET,1000.0,Store,POINT (-73.9531951 40.655972711),11226
BOLLA 149-20 ROCKAWAY BLVD,500.0,Store,POINT (-73.788632105 40.672803154),11436
5B DELI & GROCERY,1200.0,Store,POINT (-73.92792626 40.864594258),10040
DOMEE SUSHI,,Store,POINT (-73.85027237 40.732469228),11375
ROXANA GOURMET,,Store,POINT (-73.897031655 40.706364671),11385
MURAD 1 DELI GROCERY,,Store,POINT (-73.893239262 40.848103031),10457
BO LUO,,Store,POINT (-73.829389025 40.757622859),11355
MI VIEJA DELI GROCERY & MORE,1000.0,Store,POINT (-73.894351541 40.862719645),10458
CEYLON EXPRESS,1500.0,Store,POINT (-73.779528017 40.713373199),11423
DWENDY DELI GROCERY,1700.0,Store,POINT (-73.942443046 40.836951412),10032
NEWKIRK HALAL GROCERY,1000.0,Store,POINT (-73.96391086 40.634147828),11230
2023 GOURMET DELI & GRILL,,Store,POINT (-73.796446302 40.703581167),11433
BIG LOU 3 GROCERY AND DELI,1000.0,Store,POINT (-73.753397978 40.665488493),11413
UNION TPK PETROLEUM,350.0,Store,POINT (-73.80405422 40.721915532),11366
RUBYS BAGELS,2000.0,Store,POINT (-73.940340529 40.612526373),11234
LP BABY & GROCERY,,Store,POINT (-73.896840966 40.700722728),11385
DUKES CONVENIENCE,,Store,POINT (-73.895705302 40.703487876),11385
LUCKY FARMERS MARKET,,Store,POINT (-73.859886748 40.69256458),11421
HAMPTONS MARKETPLACE,2700.0,Store,POINT (-74.003768402 40.753032007),10001
CANARSIE FOOD SUPERMARKET,5000.0,Store,POINT (-73.896610464 40.64902734),11236
SAM DELI & CONVENIENCE,1400.0,Store,POINT (-74.137586157 40.632498898),10302
OB DELI,1000.0,Store,POINT (-73.792009509 40.680693752),11434
MR GREEN JUICE & GRILL,2000.0,Store,POINT (-73.973751717 40.613818486),11230
OCEAN FINEST GRILL BASKET,,Store,POINT (-73.954786655 40.618285453),11230
DIAMOND MINI MARKET,,Store,POINT (-73.941624804 40.798390215),10029
JY&Y GROCERY,,Store,POINT (-73.821669376 40.756591759),11355
FRIENDLY MARKET 168,,Store,POINT (-73.90785638 40.699833199),11385
NEYMAR FARMS II,,Store,POINT (-73.930572343 40.651608254),11203
FOOD FINEST GOURMET DELI,1400.0,Store,POINT (-73.91492794 40.87079234),10034
RACO DELI & GROCERY,500.0,Store,POINT (-73.99923681 40.574905793),11224
AL REHMAN GROCERY & HALAL MEAT,,Store,POINT (-73.857234797 40.86563265),10469
MINI MART,,Store,POINT (-73.835083774 40.745709744),11355
HOLA MARKET,,Store,POINT (-73.803959672 40.759625631),11358
ROMAN CONVENIENCE,,Store,POINT (-74.168536334 40.628354131),10303
ZHEN ZHEN GROCERY,,Store,POINT (-73.825853036 40.745899636),11355
LUCKY 888 MARKET,,Store,POINT (-73.868559839 40.747718423),11368
NO NO GROCERY,,Store,POINT (-73.826099631 40.751831089),11355
EXPRESS JUICE & DELI,1800.0,Store,POINT (-73.962410583 40.611240254),11230
FRESH & TASTY SUSHI@CITY FRESH MKT,,Store,POINT (-73.925532305 40.703043468),11237
TOP TOP DELI,900.0,Store,POINT (-73.915913065 40.839819364),10452
BEST LUCKY MARKET,,Store,POINT (-73.855258764 40.751969433),11368
GREEN HOUSE,,Store,POINT (-73.911422796 40.77532833),11105
CENTRAL VALLEY DELI,1500.0,Store,POINT (-73.979787442 40.766180908),10019
ETS ESSOVALENINI,,Store,POINT (-73.89511815 40.833939207),10460
CHOP SHOP FRESH MEAT MARKET,3000.0,Store,POINT (-73.950706596 40.635469361),11210
MR GREEN JUICE BAR,2000.0,Store,POINT (-73.807110933 40.701663681),11435
ICHIBAN NY SUSHI,300.0,Store,POINT (-73.942634824 40.748561896),11101
266 DELI & GOURMET,900.0,Store,POINT (-73.875610695 40.879521296),10467
MUKTI 1098 PETROLEUM,,Store,POINT (-74.091874023 40.600124887),10304
271 CONVENIENCE STORE,,Store,POINT (-73.894064964 40.863715876),10458
TASTE BUDZ NYC,1000.0,Store,POINT (-73.782357915 40.695261793),11433
JEROME EXPRESS CONVENIENCE,1300.0,Store,POINT (-73.905470303 40.855646409),10453
BAY RIDGE FISHBAR,,Store,POINT (-74.028332324 40.630550902),11209
ISLAND MINI MARKET DELI,1500.0,Store,POINT (-74.15707316 40.6262636),10303
MULTI 590 PETROLEUM,,Store,POINT (-73.921566994 40.804777183),10454
RED TOP INTERNATIONAL,3000.0,Store,POINT (-73.814941055 40.739704068),11355
MON AMOUR GRILL AND DELI,,Store,POINT (-73.959492424 40.732016689),11222
HL DELI,900.0,Store,POINT (-73.952696209 40.768008917),10021
ROCHELL DELI GROCERY,,Store,POINT (-73.887778033 40.831301758),10460
K CHOICE FARM,,Store,POINT (-73.918951421 40.742522651),11104
FIVE STAR CONVENIENCE & DELI,600.0,Store,POINT (-73.878701438 40.828797915),10472
FAMOUS 837 GOURMET DELI,,Store,POINT (-73.898372675 40.827973304),10459
1613 GOURMET DELI,1200.0,Store,POINT (-73.929403745 40.855356092),10040
AVE X PHARMACY,1800.0,Store,POINT (-73.948737687 40.59279114),11235
PETROSSIAN BOUTIQUE,,Store,POINT (-74.006874484 40.740804025),10014
DALILA'S FOOD MARKET,20000.0,Store,POINT (-73.948261847 40.790459006),10029
LINDEN DELI CONVENIENCE,600.0,Store,POINT (-73.922412812 40.690515624),11385
JC DELI & GRILL II GROCERY,,Store,POINT (-73.930837295 40.70378271),11237
WYCKOFF MARKET,,Store,POINT (-73.906139682 40.696886247),11385
4 J GRILL,,Store,POINT (-73.913978354 40.671760864),11233
777 NOSTRAND DELI,,Store,POINT (-73.950288507 40.670621721),11216
EDEN GOURMET MARKET,5000.0,Store,POINT (-73.983584025 40.73793226),10010
YL DELI MARKET,1200.0,Store,POINT (-73.937369983 40.663441448),11203
ROSEDALE FANTASTIC DELI,800.0,Store,POINT (-73.739783295 40.659540929),11422
ADI'S SUPERMARKET,500.0,Store,POINT (-73.852296851 40.83577409),10462
KITCHEN VALLEY MARKETPLACE,3200.0,Store,POINT (-73.98627931 40.767493933),10019
EL PETENCITO DELI GROCERIE,1800.0,Store,POINT (-73.939399158 40.79116866),10029
FIRE HOUSE DELI & GRILL,,Store,POINT (-73.905271401 40.688940664),11207
LUCKY THREE LADIES,,Store,POINT (-74.002514972 40.642071115),11220
WEST 9TH FINEST DELI,1000.0,Store,POINT (-73.998864654 40.733759622),10011
CORNER SHOP,,Store,POINT (-73.827787327 40.766258692),11354
104 HARLEM DELI,1000.0,Store,POINT (-73.937130596 40.806663698),10035
JJ PHARMACY,,Store,POINT (-73.894462601 40.860341867),10458
76 CIBO,2000.0,Store,POINT (-73.971379555 40.57640167),11224
AVE U SIZZLING GRILL,2000.0,Store,POINT (-73.951836226 40.599220186),11229
WZ KRAJAN,500.0,Store,POINT (-73.946756876 40.725013861),11222
FRIENDLY GOURMET DELI AND GRILL,2000.0,Store,POINT (-73.921122166 40.660631582),11212
MYA GOURMET DELI,1000.0,Store,POINT (-73.887667476 40.837162175),10460
HAKATA MART,1200.0,Store,POINT (-73.961264945 40.682434463),11238
TIENDA GUATEMALTECA SABOR CHAPIN,,Store,POINT (-73.859427587 40.751666511),11368
FAMOUS DELI,1000.0,Store,POINT (-73.872551887 40.896358989),10470
MALEK DELI,1600.0,Store,POINT (-73.77522956 40.672914661),11434
GRAB AND GO MARKET,,Store,POINT (-73.991381877 40.756124761),10018
AL FALAH MEATS,,Store,POINT (-73.801607375 40.707741734),11432
CC HAPPY LAND,,Store,POINT (-73.868581631 40.748080816),11368
QUEENS STAR MINI MARKET,,Store,POINT (-73.9069912 40.702525718),11385
FANTASY DELI,,Store,POINT (-73.980574838 40.734410771),10003
UBI MARKET,2500.0,Store,POINT (-73.946129742 40.711564301),11211
SMOKEY GRILL,,Store,POINT (-73.917548374 40.629178658),11234
RAINBOW DELI & GROCERY,,Store,POINT (-73.928036482 40.738408016),11101
GENKIYA MART,2000.0,Store,POINT (-73.996665913 40.722035016),10012
NATALIA GROCERY,,Store,POINT (-73.861561871 40.814833204),10473
ADALYNE DELI GROCERY,1300.0,Store,POINT (-73.899526109 40.83959695),10457
LEXINGTON DELI & CONVENIENCE,500.0,Store,POINT (-73.971961427 40.75682398),10022
MR MOH DELI,1800.0,Store,POINT (-73.94270322 40.793970856),10029
ANGIE CONVENIENCE STORE,1200.0,Store,POINT (-73.758356587 40.740453955),11364
SLENA'S GOURMET,300.0,Store,POINT (-73.924642592 40.754728356),11101
CHELSEAS SIGNATURE DELI,,Store,POINT (-74.00113397 40.74135128),10011
N DELICATESSEN,,Store,POINT (-73.900273942 40.905422718),10471
MS HEIMISHE BAKERY,1000.0,Store,POINT (-73.962468334 40.625195913),11230
CHUBBZWAY DELI,1000.0,Store,POINT (-73.95295764 40.81360647),10027
LOS MUCHACHOS MEAT MARKET,1000.0,Store,POINT (-73.988694052 40.713293781),10002
MANDEEP'S CORNER DELI,,Store,POINT (-73.86825591 40.875422629),10467
BROADWAY FAMOUS DELI 1,,Store,POINT (-73.935211391 40.696815336),11221
TOP DELI,1500.0,Store,POINT (-73.988452737 40.574560543),11224
BOWNE MINI MARKET,,Store,POINT (-73.821851431 40.756753697),11355
BEDSTUY GOURMENT DELI,,Store,POINT (-73.955589726 40.691004582),11205
FRESH 2 GO JUICE BAR & SALAD,,Store,POINT (-73.836794018 40.681938883),11417
YDHNY,,Store,POINT (-73.95301245 40.808032418),10027
CHELSEA DELI & CAFE,1300.0,Store,POINT (-74.003261381 40.743537783),10011
JAY SUSHI,500.0,Store,POINT (-73.95301245 40.808032418),10027
CHEESE PLATE PARK SLOPE,600.0,Store,POINT (-73.983490064 40.664833724),11215
BELMONT MINI MARKET NY,3000.0,Store,POINT (-73.90843406 40.668817601),11212
PATCHEN DELI AND GRILL,1000.0,Store,POINT (-73.927582602 40.691254111),11221
LA NATURAL GOURMET,2000.0,Store,POINT (-73.926435706 40.68543728),11221
1-800-FLOWERS,5000.0,Store,POINT (-73.928991097 40.742435437),11101
METRO KING DELI,1500.0,Store,POINT (-73.879178955 40.712642926),11379
PAMELA GROCERY STORE,2200.0,Store,POINT (-73.943849864 40.79889183),10029
IN & OUT DELI 1 & GROCERY,,Store,POINT (-73.902596484 40.836105007),10456
160 GROCERY,1400.0,Store,POINT (-73.940686534 40.834425106),10032
7-ELEVEN STORE #37717B,1000.0,Store,POINT (-73.839305236 40.658090441),11414
7-ELEVEN STORE #37116B,2200.0,Store,POINT (-73.937724872 40.796769155),10029
ROSEDALE DELI & JUICE BAR,,Store,POINT (-73.867674542 40.822324194),10473
HAEMAH FOOD,,Store,POINT (-73.928019132 40.670645736),11213
MADISON SQUARE CONVIENENCE,,Store,POINT (-73.998202483 40.745011447),10011
169 STREET MATANZA DELI GROCERY,1000.0,Store,POINT (-73.925751491 40.840244117),10452
JOE M MINIMARKET,1800.0,Store,POINT (-73.959595437 40.81436696),10027
NOAH DELI AND GROCERY,,Store,POINT (-73.917209578 40.807490112),10454
NY CITY GRILL,,Store,POINT (-73.940198288 40.815634136),10030
NEW JOJO GROCERY,,Store,POINT (-73.997692528 40.611907789),11214
MAXS GOURMET DELI,,Store,POINT (-73.955215809 40.820379174),10031
HANA MARKET,,Store,POINT (-73.912828944 40.635491363),11236
FOOD BAZAAR,35000.0,Store,POINT (-73.93530305 40.696915748),11206
PITKIN CONVENIENCE 1,600.0,Store,POINT (-73.851347013 40.674953866),11417
102 BEBE SHOP,,Store,POINT (-73.866276692 40.757425004),11368
EL GUALACENITO CAFE,,Store,POINT (-73.859250897 40.745702326),11368
TAKISHA GROCERY,,Store,POINT (-73.979500194 40.642088927),11218
EURO FOOD PLUS USA,1500.0,Store,POINT (-73.834468543 40.683495906),11417
BRAZILIAN MARKET NYC,,Store,POINT (-73.955511439 40.77171397),10075
CAZARES GROCERY,800.0,Store,POINT (-73.920148273 40.815862627),10451
PLATA GROCERY,,Store,POINT (-73.915010418 40.772192954),11102
J & J SUPER MARKET,3000.0,Store,POINT (-73.745086609 40.656701434),11422
YEMEN FOOD,,Store,POINT (-73.915349466 40.661732336),11212
NEW BEST GOURMET DELI,,Store,POINT (-73.885695633 40.858910196),10458
ALLERTON HALAL MEAT MARKET,,Store,POINT (-73.865090149 40.865636757),10467
BUY & GO GROCERY,,Store,POINT (-73.89670937 40.67190168),11207
3442 DELI MINI MARKET,,Store,POINT (-73.868505104 40.684591546),11208
ZAMZAM GROCERY & MEATS,2500.0,Store,POINT (-73.966145392 40.63079624),11230
7-ELEVEN STORE #35026B,,Store,POINT (-73.717251985 40.743889572),11004
AMAZE MEAT MARKET,,Store,POINT (-73.996306245 40.71746252),10013
COOPER DELI,,Store,POINT (-73.911325733 40.683539952),11207
SOTO DELI & GRILL,,Store,POINT (-73.909800227 40.637566597),11236
EL BARRIO CONVENIENCE SHOP,1500.0,Store,POINT (-73.945761525 40.792202526),10029
FLAMMING GRILL,1500.0,Store,POINT (-73.997722452 40.577371959),11224
FARINE BAKING COMPANY,,Store,POINT (-73.698861802 40.739935661),11004
BEDFORD FLAMING GRILL,1800.0,Store,POINT (-73.94682829 40.600019903),11229
PABLA IN & OUT,,Store,POINT (-73.816323063 40.689148871),11419
YASHI FOOD,,Store,POINT (-73.953158555 40.746044643),11101
OCEAN AVE DELI & BAGEL,1600.0,Store,POINT (-73.949616195 40.588869751),11235
UNITED WE STAND DELI,2000.0,Store,POINT (-73.989660821 40.767305466),10019
SWARA DELI & GROCERY,800.0,Store,POINT (-74.085733022 40.634171088),10301
LEGACY AFRICANA MARKET,2500.0,Store,POINT (-74.075174087 40.626124586),10304
