store_name,square_footage,operation_type,georeference,Zip_Code_Clean
AQUA BEST NYC,2000.0,Store,POINT (-73.992718623 40.7179335),10002
DUANE READE 14382,5000.0,Store,POINT (-73.947163147 40.816556942),10030
DUANE READE 14260,15000.0,Store,POINT (-73.99924142 40.738859214),10011
INTERNATIONAL DELI,2500.0,Store,POINT (-73.993638369 40.757356147),10018
DUANE READE 14200,5600.0,Store,POINT (-73.97946675 40.7401784),10016
DUANE READE 14146,8900.0,Store,POINT (-73.972278933 40.793535752),10025
DUANE READE 14104,8000.0,Store,POINT (-73.984103368 40.742979925),10016
LA ROSA,1500.0,Store,POINT (-73.938392072 40.847064304),10033
DUANE READE 14153,7000.0,Store,POINT (-73.969823622 40.757429866),10022
DUANE READE 14169,17000.0,Store,POINT (-73.978557984 40.746087139),10016
DUANE READE 14369,4000.0,Store,POINT (-73.951372455 40.791320876),10029
WALGREENS 21354,1500.0,Store,POINT (-73.978789241 40.760140992),10019
KIMS FISH MARKET,600.0,Store,POINT (-73.966909234 40.799352331),10025
7 ELEVEN STORE 33633B,2800.0,Store,POINT (-73.991581702 40.75817552),10036
7-ELEVEN STORE# 33616B,750.0,Store,POINT (-73.947851217 40.774644702),10028
COMPARE STR #687,6000.0,Store,POINT (-73.977102215 40.722473935),10009
7-ELEVEN STORE 33579A,750.0,Store,POINT (-73.955618978 40.776293381),10028
FAMILY DISCOUNT 99 PLUS,4000.0,Store,POINT (-73.936408662 40.802599397),10035
BRYANT MARKET,2500.0,Store,POINT (-73.9861856 40.752310912),10018
TAN TIN HUNG SUPERMARKT,6000.0,Store,POINT (-73.994808231 40.718091289),10002
FINE FARE SUPERMARKET,15000.0,Store,POINT (-73.945178228 40.79058222),10029
MARKET DELI THE,1200.0,Store,POINT (-73.954782548 40.769181797),10021
BLOOMINGDALES,0.0,Store,POINT (-73.966527858 40.761949555),10022
SINGS DELI&GROCERY,1200.0,Store,POINT (-73.952301589 40.786280628),10128
PORTO RICO IMPORTING CO,800.0,Store,POINT (-73.989652104 40.729301288),10003
BONAO MEATS AND PRODUCE,700.0,Store,POINT (-73.93813919 40.847841474),10033
GENJI #10060,700.0,Store,POINT (-73.991653535 40.734392498),10003
GRISTEDES 601,17000.0,Store,POINT (-73.968187726 40.799219227),10025
RUSSOS,1000.0,Store,POINT (-73.984380054 40.729434016),10003
ANDYS DELI,800.0,Store,POINT (-73.987327802 40.760244634),10036
JC FOOD MARKET,1000.0,Store,POINT (-73.94008354 40.838285853),10032
EL BARRIO DELI SUPERETTE,2800.0,Store,POINT (-73.94217516 40.798100033),10029
WHOLE FOOD MARKET 10162,26000.0,Store,POINT (-73.991653535 40.734392498),10003
HEALTHSOURCE PHARMACY,1200.0,Store,POINT (-73.980264959 40.7464616),10016
CITY FRESH MARKET,5000.0,Store,POINT (-73.938057299 40.800955329),10035
DOMINGO'S GROCERY,1900.0,Store,POINT (-73.945110693 40.818591909),10030
PINOS PRIME MEAT MARKET,600.0,Store,POINT (-74.001617187 40.727187288),10012
GRISTEDES 413,12000.0,Store,POINT (-73.957799028 40.773291905),10075
M&S FOODS,1800.0,Store,POINT (-73.939576166 40.821229521),10030
GARDEN OF EDEN,4300.0,Store,POINT (-73.96748482 40.802342492),10025
1622 AMSTERDAM DELI&GRY,1800.0,Store,POINT (-73.950180464 40.822035186),10031
HUNG KEE FOOD MARKET,2500.0,Store,POINT (-73.999124744 40.717139901),10013
DORIANS SEAFOOD MARKET,450.0,Store,POINT (-73.948255393 40.774077457),10028
WALGREENS 01214,8000.0,Store,POINT (-73.958919185 40.767741199),10021
BARZINIS,16000.0,Store,POINT (-73.974490163 40.791395936),10024
DAHING SEAFOOD MARKET,0.0,Store,POINT (-73.996997585 40.718256077),10013
FIFTH AVENUE DELI MART,1500.0,Store,POINT (-73.949032898 40.797466822),10026
MURRAYS CHEESE,3000.0,Store,POINT (-74.003001709 40.731039192),10014
KEY FOOD,12000.0,Store,POINT (-73.938241868 40.843467671),10032
301 WEST SIDE CORP,1000.0,Store,POINT (-73.980424299 40.779971234),10023
MYERS OF KESWICK,1000.0,Store,POINT (-74.0053644 40.738525908),10014
MANI MARKET PLACE,10000.0,Store,POINT (-73.968348323 40.791336382),10025
TEUSCHER CHOCOLATES,500.0,Store,POINT (-73.97748552 40.758468258),10020
EAST VILLAGE FARM&GRCY,1800.0,Store,POINT (-73.989524531 40.726365107),10003
NYC GREEN VALLEY GROCERY,1800.0,Store,POINT (-73.943866628 40.79941528),10029
CROWN GROCERY,900.0,Store,POINT (-73.945370922 40.812745809),10027
DUANE READE 14368,5500.0,Store,POINT (-73.965713472 40.754802474),10022
DON JUAN DELI&GROCERY,2300.0,Store,POINT (-73.992406649 40.718989745),10002
DUANE READE 14134,7000.0,Store,POINT (-73.977602531 40.764323771),10019
MARCHE MADISON,3800.0,Store,POINT (-73.96438712 40.772953444),10021
9TH AVENUE GOURMET DELI,2500.0,Store,POINT (-73.994848046 40.755100618),10018
CHOCOLAT MODERNE,1600.0,Store,POINT (-73.992770339 40.740552778),10011
FAT WITCH BAKERY,2000.0,Store,POINT (-74.004665517 40.742230541),10011
GRISTEDES 437,14000.0,Store,POINT (-73.953901526 40.781572974),10128
DUANE READE 14165,3000.0,Store,POINT (-73.978919831 40.782712661),10024
DUANE READE 14209,5000.0,Store,POINT (-73.970093268 40.788790463),10024
DUANE READE 14221,6000.0,Store,POINT (-73.967343668 40.763148712),10065
DUANE READE 14232,4000.0,Store,POINT (-73.950024645 40.771631869),10075
DUANE READE 14236,4000.0,Store,POINT (-73.954690012 40.773478821),10075
DUANE READE 14265,4000.0,Store,POINT (-73.986791109 40.73351705),10003
DUANE READE 14335,7000.0,Store,POINT (-73.943216025 40.823217915),10039
DUANE READE 14354,0.0,Store,POINT (-73.983928856 40.722342548),10009
CENTRAL MARKETS,10000.0,Store,POINT (-73.959718986 40.800800892),10025
MONDEL CHOCOLATES,1000.0,Store,POINT (-73.965247103 40.806628243),10025
FOODTOWN,25000.0,Store,POINT (-73.943140252 40.825953768),10031
DUANE READE 14181,7000.0,Store,POINT (-73.987659474 40.770672015),10023
GENJI #10058,800.0,Store,POINT (-73.982640726 40.768364016),10019
WESTSIDE SUPERMARKET,25000.0,Store,POINT (-73.99924142 40.738859214),10011
DUANE READE 14317,15000.0,Store,POINT (-73.944681182 40.791265639),10029
CARNICERIA LA FLOR,2800.0,Store,POINT (-73.929255211 40.855768617),10040
99 CENT USA,6000.0,Store,POINT (-73.925247236 40.862052571),10040
MORTON WILLIAMS UNIVERS,4000.0,Store,POINT (-73.964507819 40.807644003),10025
CVS PHARMACY 02360,10000.0,Store,POINT (-73.970022692 40.794227301),10025
CVS PHARMACY 02427,5000.0,Store,POINT (-73.988526079 40.736926431),10003
SEA BREEZE FISH MARKET,2200.0,Store,POINT (-73.993668628 40.757322745),10018
CVS PHARMACY 02435,0.0,Store,POINT (-74.003159205 40.733658453),10014
CVS PHARMACY 02716,0.0,Store,POINT (-74.007505641 40.710218461),10038
CVS PHARMACY 02671,10250.0,Store,POINT (-73.991904444 40.744016206),10010
CVS PHARMACY 02557,2000.0,Store,POINT (-73.982357501 40.731964261),10003
ECONOMY CANDY TOO,5000.0,Store,POINT (-73.98790037 40.720035052),10002
CVS PHARMACY 02457,8000.0,Store,POINT (-73.985514377 40.747452258),10001
CVS PHARMACY 02445,8000.0,Store,POINT (-73.974912443 40.788121713),10024
CVS PHARMACY 02940,6000.0,Store,POINT (-73.995903411 40.759640341),10036
CVS PHARMACY 02939,20000.0,Store,POINT (-73.982833426 40.714969826),10002
CVS PHARMACY 02773,20000.0,Store,POINT (-73.925513697 40.862462782),10040
CVS PHARMACY 02737,11000.0,Store,POINT (-73.946052629 40.808195365),10027
CVS PHARMACY 03752,5000.0,Store,POINT (-73.970897679 40.758769461),10022
DAGOSTINOS SUPERMARKETS #827,13000.0,Store,POINT (-73.964792971 40.755760987),10022
ABINGDON MARKET,3000.0,Store,POINT (-74.005289298 40.736952876),10014
RITE AID PHARMACY 04205,0.0,Store,POINT (-73.986659972 40.725881293),10003
RITE AID PHARMACY 01225,3000.0,Store,POINT (-74.006025816 40.734311613),10014
VILLAGE FARM&GROCERY,4500.0,Store,POINT (-73.986997555 40.729227946),10003
WHOLE FOODS MARKET,59000.0,Store,POINT (-73.982640726 40.768364016),10019
MINI DELI,1800.0,Store,POINT (-73.960780303 40.765186563),10065
SUNRISE MART SOHO,7000.0,Store,POINT (-74.002569455 40.723261624),10013
WALGREENS 6160,18000.0,Store,POINT (-73.985004674 40.748169581),10118
MURRAYS STURGEON SHOP,1200.0,Store,POINT (-73.975083183 40.790601373),10024
SONS FREEDOM MARKET,2500.0,Store,POINT (-73.960894297 40.771988309),10021
IDEAL CHEESE SHOP,2500.0,Store,POINT (-73.96519547 40.754902638),10022
DISHES AT HOME,500.0,Store,POINT (-73.978504402 40.752420336),10017
C TOWN,8000.0,Store,POINT (-73.954287094 40.803794447),10026
CVS PHARMACY 05772,22000.0,Store,POINT (-73.950810867 40.786292698),10029
C TOWN,18000.0,Store,POINT (-73.948027656 40.829307745),10031
CVS PHARMACY 02717,5000.0,Store,POINT (-73.954782319 40.780677156),10128
168 FRUIT&VEGETABLE,0.0,Store,POINT (-73.997273936 40.742190434),10011
MIYZEL WORLD OF LICORICE,1000.0,Store,POINT (-73.97983262 40.763637335),10019
4TH STREET FOOD,1000.0,Store,POINT (-73.990785924 40.726665976),10003
NEW GOLDEN GATE DELI GY,3000.0,Store,POINT (-73.937953363 40.812633792),10037
RITE AID 4964,7000.0,Store,POINT (-73.980085356 40.753085033),10017
PORT DELI&GROCERY,1200.0,Store,POINT (-73.989406598 40.758079128),10036
AGATA&VALENTINA,7000.0,Store,POINT (-73.953031569 40.772180297),10075
GREEN LEAF GOURMET MKT,2000.0,Store,POINT (-73.980956969 40.7472021),10016
ALANS FARMLAND,900.0,Store,POINT (-73.983942687 40.769993291),10023
ALIDORO,1200.0,Store,POINT (-74.002874137 40.725728502),10012
CVS PHARMACY 03224,4000.0,Store,POINT (-73.949135157 40.802277783),10026
YUCA MEXICAN PRDCE&DELI,600.0,Store,POINT (-73.955912513 40.813581534),10027
LA MAISON DU CHOCOLAT,1500.0,Store,POINT (-73.978814135 40.758835469),10020
ST NICKS 1633 FOOD CTR,1800.0,Store,POINT (-73.929075419 40.856009848),10040
CITARELLA,15000.0,Store,POINT (-73.998970833 40.734294501),10011
LOS VECINOS MEAT MKT,1500.0,Store,POINT (-73.964384438 40.8019643),10025
840 ST NICHOLAS FD MKT,1700.0,Store,POINT (-73.942000984 40.828788779),10031
SMILERS DELI,3000.0,Store,POINT (-73.991519508 40.760277366),10036
MURRAYS CHEESE,800.0,Store,POINT (-73.977554727 40.752141247),10017
MARIE BELLE FINE TREATS,1800.0,Store,POINT (-74.002318836 40.723137991),10013
ASSOCIATED SUPERMARKET,5000.0,Store,POINT (-73.978551784 40.724604236),10009
FINE FARE SUPERMARKET,15000.0,Store,POINT (-73.92644853 40.865660645),10034
BROADWAY FARM,4300.0,Store,POINT (-73.977194584 40.787908896),10024
DIPALO FINE FOODS,0.0,Store,POINT (-73.996600869 40.719212788),10013
ALL STAR DELI & GROCERY,1800.0,Store,POINT (-73.949802943 40.772573785),10028
YEM SANALI GROCERY,1200.0,Store,POINT (-73.988538903 40.769460244),10019
LIBERTY BAGEL DELI&GROC,1500.0,Store,POINT (-73.989501229 40.762445429),10019
TIN DUC FOOD MARKET,2000.0,Store,POINT (-73.99189837 40.713804281),10002
GREENWICH VILLAGE FARM,800.0,Store,POINT (-74.000319081 40.734919426),10014
FINE FARE,20000.0,Store,POINT (-73.949067515 40.802370529),10026
J&P LOBBY STAND,450.0,Store,POINT (-74.006528395 40.751289702),10001
SAMIS NEWSTAND,450.0,Store,POINT (-73.980889914 40.753809805),10110
JOSE DELI GROCERY,1600.0,Store,POINT (-73.943682478 40.830300497),10032
GRAND CENTURY MARKET,2300.0,Store,POINT (-73.992654585 40.717673912),10002
LM GROCERY,1500.0,Store,POINT (-73.943743455 40.820467777),10030
RITE AID 2010,5000.0,Store,POINT (-73.939014261 40.842910903),10032
BROTHERS CANDY&GROCERY,550.0,Store,POINT (-73.978505765 40.729475883),10009
RUSS&DAUGHTERS,5000.0,Store,POINT (-73.988298259 40.722633358),10002
DAGOSTINOS SUPERMARKETS #809,15000.0,Store,POINT (-73.989956618 40.767522809),10019
FOOD DYNASTY,20000.0,Store,POINT (-73.941832927 40.812325213),10037
DUANE READE 14217,8000.0,Store,POINT (-73.990644186 40.756377434),10018
DUANE READE 14102,5000.0,Store,POINT (-74.007584347 40.712889564),10007
KY FRUIT&VEGETABLE,2400.0,Store,POINT (-73.948301493 40.774014048),10028
ONE PLUS ONE TWO,3000.0,Store,POINT (-73.981679908 40.724643926),10009
DUANE READE 14242,7000.0,Store,POINT (-73.948712458 40.776792397),10028
URBANO SPANISH AMERICAN GROCERY,1500.0,Store,POINT (-73.943899569 40.793675897),10029
MARYS CANDY STORE,900.0,Store,POINT (-73.940435077 40.793671413),10029
DUANE READE 14127,7000.0,Store,POINT (-73.974126388 40.758997533),10022
OSCAR L FRTS&VEGETABLES,2000.0,Store,POINT (-73.988129866 40.764921736),10019
KATAGIRI,5000.0,Store,POINT (-73.965479868 40.760987816),10022
C&S MART,2000.0,Store,POINT (-73.979315792 40.736142262),10010
719 BROTHERS FAMOUS DEL,2000.0,Store,POINT (-73.989643051 40.762838917),10019
CVS PHARMACY 02411,8000.0,Store,POINT (-73.951584517 40.774176531),10028
CHELSEA MARKET BASKETS,5000.0,Store,POINT (-74.004665517 40.742230541),10011
FRESH FARM MARKET,600.0,Store,POINT (-74.003124588 40.739248679),10014
MORTON WILLIAMS SUPERMARKET,26000.0,Store,POINT (-73.998660219 40.72775139),10012
FIFTH AVENUE GRMT DELI,1500.0,Store,POINT (-73.935782115 40.814909102),10037
LANE FARMS,2500.0,Store,POINT (-73.953670437 40.787678436),10029
BTTRY PK CTY GRMT MKT,7000.0,Store,POINT (-74.014094991 40.717070708),10281
WHOLE FOODS MARKET,0.0,Store,POINT (-73.995208803 40.74502402),10001
POSEIDON BAKERY,1600.0,Store,POINT (-73.99167868 40.760050719),10036
EAST VILLAGE MEAT MKT,2000.0,Store,POINT (-73.987556376 40.729055782),10003
DUANE READE 14194,15000.0,Store,POINT (-73.969129873 40.798590032),10025
FRANKS MARKET,6000.0,Store,POINT (-73.937281973 40.855345875),10033
CORNER CAFE&BAKERY,3500.0,Store,POINT (-73.950646582 40.783078657),10128
RIVER EAST DELI,2700.0,Store,POINT (-73.954193049 40.765750665),10021
CVS PHARMACY 02058,0.0,Store,POINT (-73.999882887 40.728433594),10012
ORGANIC PARADISE HEALTH FOODS,800.0,Store,POINT (-73.931314812 40.858777804),10040
MOSHE BAKE SHOP,2000.0,Store,POINT (-73.981977214 40.714684339),10002
MORTON WILLIAMS SUPERMARKETS,9000.0,Store,POINT (-73.987124541 40.739499214),10010
DAGOSTINOS SUPERMARKETS #815,30000.0,Store,POINT (-73.969740725 40.789425769),10024
BENS DELI,2000.0,Store,POINT (-73.983181358 40.722563244),10009
GRISTEDES 597,20000.0,Store,POINT (-73.999403023 40.744378781),10011
L&O GROCERY,2000.0,Store,POINT (-73.94862143 40.795083722),10029
FULL XING TRADING,1000.0,Store,POINT (-73.994524923 40.712208702),10002
WESTSIDE MARKET PLACE,6000.0,Store,POINT (-73.992238005 40.768742334),10019
AGUA AZUL DELI GROCERY,2100.0,Store,POINT (-73.928034135 40.862666462),10040
BUTTERFIELD MARKET,5000.0,Store,POINT (-73.959659056 40.774167772),10075
JUBELEE MARKET PLACE,16000.0,Store,POINT (-74.006216924 40.708133336),10038
FOOD TOWN,15000.0,Store,POINT (-73.948121115 40.814664266),10027
ASSOCIATED SUPERMARKET,18000.0,Store,POINT (-73.963501823 40.794626531),10025
GARDEN OF EDEN,8000.0,Store,POINT (-73.992590045 40.735751707),10003
RAFFETTOS,1900.0,Store,POINT (-74.001788261 40.728097605),10012
LIME TREE MARKET,1500.0,Store,POINT (-73.98488471 40.728059946),10009
BUONITALIA,11000.0,Store,POINT (-74.004665517 40.742230541),10011
CVS PHARMACY 02036,0.0,Store,POINT (-73.951738409 40.782219177),10128
RIVERSIDE GOURMET MKT,2000.0,Store,POINT (-73.945498752 40.834031324),10032
ZARAGOZA MEXICAN DLI&GR,1000.0,Store,POINT (-73.98082772 40.730017019),10009
AMISH MARKET,13000.0,Store,POINT (-73.971419704 40.751904431),10017
C TOWN,5000.0,Store,POINT (-74.000252697 40.71093964),10038
HEALTH&HARMONY,1800.0,Store,POINT (-74.006390345 40.731990873),10014
DUANE READE 14202,8000.0,Store,POINT (-73.96852141 40.791989291),10025
DAGOSTINOS SUPERMARKETS #825,6000.0,Store,POINT (-73.976311215 40.748529961),10016
KALUSTYANS,2200.0,Store,POINT (-73.982175865 40.742798625),10016
FAICCO PORK STORES,2000.0,Store,POINT (-74.003057365 40.731138517),10014
PESCATORE SEAFOOD CO,675.0,Store,POINT (-73.971394737 40.749544664),10017
CERIELLO FINE FOODS,1100.0,Store,POINT (-73.971906051 40.749626665),10017
CVS PHARMACY 02144,10000.0,Store,POINT (-73.958009749 40.768983146),10021
NUEVA GENERACION GRCY,1500.0,Store,POINT (-73.919503286 40.866158279),10034
BOR KEE FOOD MARKET,0.0,Store,POINT (-73.994520648 40.718244845),10002
LITTLE MEXICO MEAT GRCY,1800.0,Store,POINT (-73.940026208 40.797646069),10029
MANHATTAN AVE FOOD MART,1200.0,Store,POINT (-73.954571408 40.808390412),10027
TERRYS GOURMET,1800.0,Store,POINT (-74.014809296 40.718221125),10282
C AND K FISH MARKET,1400.0,Store,POINT (-73.93517778 40.847060783),10033
WEST BANK GOURMET,1000.0,Store,POINT (-74.015797271 40.706528705),10006
LA MAISON DU CHOCOLAT,1700.0,Store,POINT (-73.96255735 40.775992722),10075
C TOWN,25000.0,Store,POINT (-73.921765226 40.867335727),10034
C TOWN SUPERMARKET,12000.0,Store,POINT (-73.93957392 40.835103998),10032
DUANE READE 14126,2000.0,Store,POINT (-74.00748871 40.70493849),10005
FINE FARE SUPERMARKET,3000.0,Store,POINT (-73.929436595 40.855504251),10040
KEY FOOD SUPERMARKET,15000.0,Store,POINT (-73.949907801 40.826729178),10031
ELIS,28000.0,Store,POINT (-73.956498911 40.77507373),10028
EL PUEBLO MEXICANO GROCERY,2000.0,Store,POINT (-73.938570523 40.797182885),10029
CVS PHARMACY 02168,6000.0,Store,POINT (-73.98546417 40.769354129),10019
KOSHER MARKET PLACE,3000.0,Store,POINT (-73.974145331 40.790998591),10024
MORTON WILLIAMS,5432.0,Store,POINT (-73.985176922 40.768978829),10019
SCHALLER & WEBER,7000.0,Store,POINT (-73.951721477 40.777607328),10028
CITARELLA,25000.0,Store,POINT (-73.958887669 40.771807093),10021
9TH AVENUE ROYAL DELI,2800.0,Store,POINT (-73.987218753 40.766169844),10019
MID ATLANTIC,1500.0,Store,POINT (-73.935761747 40.849885778),10033
SMILE DELI,2000.0,Store,POINT (-73.93776192 40.850632689),10033
XCELLENTE SUPERMARKET,7000.0,Store,POINT (-73.930175879 40.85388382),10040
STOP 1 LEXINGTON DELI,600.0,Store,POINT (-73.943431188 40.795931132),10029
DUANE READE 14125,2000.0,Store,POINT (-74.011424265 40.704887612),10004
WILLIAM POLL,1600.0,Store,POINT (-73.960775609 40.772151128),10021
MOSCOW ON THE HUDSON,1000.0,Store,POINT (-73.938542443 40.851121187),10033
PATRICK MURPHYS MARKET,8000.0,Store,POINT (-73.955591402 40.784999957),10128
HEALTH NUTS THE,3000.0,Store,POINT (-73.962127191 40.763342753),10065
LA RULETA MEAT MKT II,1200.0,Store,POINT (-73.926765199 40.861029267),10040
JH GROCERY,1200.0,Store,POINT (-73.93543326 40.844768542),10033
POMS FISH MARKET,1000.0,Store,POINT (-73.960190804 40.761769303),10065
DAGOSTINOS SUPERMARKETS #813,10000.0,Store,POINT (-73.960574443 40.772908014),10021
PIONEER,20000.0,Store,POINT (-73.977799757 40.778477914),10023
SEA&SEA FISH MARKET,3000.0,Store,POINT (-73.949074305 40.801601615),10026
GRISTEDES 53,10000.0,Store,POINT (-73.946652018 40.776272719),10128
GRISTEDES 59,14000.0,Store,POINT (-73.956305669 40.771490428),10075
BAGEL PLUS,3000.0,Store,POINT (-73.934125097 40.797472229),10035
GRISTEDES 82,15000.0,Store,POINT (-73.99436332 40.731859864),10003
PO WING HONG FOOD MRKT,8000.0,Store,POINT (-73.996739003 40.71714229),10013
MANUELS GROCERY,2100.0,Store,POINT (-73.947393733 40.831083702),10031
KEY FOODS FRESH,11000.0,Store,POINT (-73.975413094 40.787460548),10024
BLEECKER FARM,1800.0,Store,POINT (-74.003303709 40.731567294),10014
LILYS VEGAN PANTRY,1000.0,Store,POINT (-73.999040925 40.718638795),10013
NEW WEST END SUPERETTE,2400.0,Store,POINT (-73.984181319 40.77986185),10023
MORTON WILLIAMS,14500.0,Store,POINT (-73.979884169 40.73767921),10010
LIFETHYME NATURAL MARKET,6000.0,Store,POINT (-73.999183669 40.733848177),10011
EILEENS SPEC CHEESECAKE,1400.0,Store,POINT (-73.99724351 40.721576359),10012
KEY FOOD 790,15000.0,Store,POINT (-73.933990399 40.85402451),10033
ZINGONE BROS,2800.0,Store,POINT (-73.973602519 40.784229786),10024
OZZIE'S FRESH MARKET,22000.0,Store,POINT (-73.936786435 40.854925733),10033
SIXTH AVE GARDEN GOURMET DELI,4000.0,Store,POINT (-73.990875876 40.745669613),10001
DAGOSTINOS SUPERMARKET #816,10000.0,Store,POINT (-74.006596289 40.73726066),10014
DAGOSTINOS SUPERMARKETS #811,6000.0,Store,POINT (-73.981879984 40.740272696),10010
GRISTEDES 512,20000.0,Store,POINT (-73.958979535 40.763413706),10065
GRISTEDES 524,8000.0,Store,POINT (-73.97423682 40.737210641),10010
C TOWN,20000.0,Store,POINT (-73.955104749 40.819619396),10031
C TOWN,24000.0,Store,POINT (-73.948005025 40.779084051),10128
47 DIVISION ST TRADING,2000.0,Store,POINT (-73.995276948 40.714117764),10002
BANGKOK CENTER GROCERY,700.0,Store,POINT (-73.999378045 40.714524999),10013
FISCHER BROS&LESLIE,3000.0,Store,POINT (-73.983192925 40.779092601),10023
FOOD UNIVERSE MARKETPLACE,14000.0,Store,POINT (-73.951233315 40.785693014),10128
BLUE VALLEY DELI,4000.0,Store,POINT (-73.995841206 40.738597379),10011
FOOD FOR HEALTH,2300.0,Store,POINT (-73.950741214 40.782959089),10128
AMISH MARKET,20000.0,Store,POINT (-73.989331077 40.763270124),10019
CHINESE HISPANIC GRCY,3000.0,Store,POINT (-73.991583965 40.718704677),10002
SAMADS GOURMET,2500.0,Store,POINT (-73.966314287 40.8051669),10025
LOBELS,1500.0,Store,POINT (-73.960610905 40.778656071),10028
MI ESFUERZO GROCERY,1500.0,Store,POINT (-73.92511212 40.862519318),10040
MORTON WILLIAMS SUPRMKT,8800.0,Store,POINT (-73.951759783 40.773934001),10028
